 Scan No., Date, Room Id, In/Out, Room Type, MAC, Signal Strength
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:2a,-62
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-63
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-64
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-64
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-64
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-65
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-65
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-65
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-65
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-66
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-66
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-68
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-68
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:41,-81
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-81
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:42,-81
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-82
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-82
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-84
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:51,-84
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-86
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:52,-86
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0b,-90
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-91
5, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:09,-91
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-57
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-58
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-59
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:24,-59
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-60
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-61
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:22,-61
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-61
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-62
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-62
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-63
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-64
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-64
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-65
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-65
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e1,-65
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-66
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e2,-66
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-67
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-68
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-68
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-68
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e3,-68
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-79
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-80
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-83
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-83
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-84
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:52,-84
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:51,-85
6, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-94
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-57
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:24,-57
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-58
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-58
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:21,-58
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-59
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:22,-61
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-62
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-62
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-62
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:20,-62
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-63
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-64
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e2,-65
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-67
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-67
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-67
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e3,-67
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e1,-68
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-69
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:84,-69
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:81,-69
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:82,-71
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-82
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-82
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-85
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0b,-90
7, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-91
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-58
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-58
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:24,-58
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-59
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:22,-59
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:20,-60
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-61
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-61
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-62
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-62
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:21,-62
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-63
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-63
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-63
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-64
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-64
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-65
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-65
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-65
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-65
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-66
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-66
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e1,-66
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-67
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e2,-67
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e3,-68
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:01,-72
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:02,-72
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:00,-73
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:03,-73
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-79
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-81
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-83
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0b,-90
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-91
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:09,-92
8, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:08,-92
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-58
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-58
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-59
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-60
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-60
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-61
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-64
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e3,-64
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-65
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-65
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e2,-65
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-66
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-66
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e1,-66
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-67
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-67
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-67
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-68
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:84,-68
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:80,-69
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:82,-69
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:81,-71
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:01,-73
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:00,-73
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:03,-74
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:02,-74
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
9, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-85
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-57
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-57
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-57
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-59
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-59
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-60
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-60
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-62
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-63
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-64
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-64
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-65
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-65
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-65
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-65
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-66
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e2,-66
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-67
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e1,-67
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-68
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e3,-68
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:82,-69
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:84,-70
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:81,-70
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:80,-71
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-80
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-80
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-83
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-85
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:09,-89
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0b,-90
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:08,-92
10, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-92
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-56
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-57
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-58
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-60
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-61
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-62
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-62
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-63
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-63
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-63
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-64
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-64
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-65
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-66
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-66
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-66
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-66
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-67
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-68
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:03,-74
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:02,-74
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:00,-75
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:01,-75
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-80
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-80
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-82
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:42,-82
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-83
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:41,-83
11, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:eb,-57
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-58
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-60
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-60
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-60
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-60
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-61
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-61
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:2c,-61
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:2a,-61
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-62
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:28,-63
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-64
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-64
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-65
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-65
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-65
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e0,-66
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:89,-66
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:88,-66
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-67
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8a,-67
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-79
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:43,-80
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:40,-81
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:42,-81
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:41,-82
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:53,-84
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:89:18:50,-84
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0b,-91
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:09,-91
12, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:82:0a,-91
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e8,-57
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:ea,-57
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:59:e9,-58
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-59
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:12,-59
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:13,-60
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:10,-60
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:80:4b:11,-60
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:66:29,-62
13, 2014-Sep-24, EN11-3-11/1 LT29, Inside, LT, 00:1a:1e:b6:39:8c,-62
